Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
# Case,nve Cone,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
11_236.25_1,11,236.25,1,1.75,-0.015677421,0.003768053,0.089668392,-0.000788942,-0.005802056,6.34E-05,3.177114,-0.5337292,2.714171,0.000996786,-0.3589496,-0.1152076
9_393.75_-5,9,393.75,-5,1.75,-0.010537796,0.008323738,0.089631945,-0.000529169,-0.006183845,0.000488051,3.184737,-0.3650865,2.910719,0.1603569,-0.2339594,-0.2507857
1_262.5_-1,1,262.5,-1,1.75,-0.001433764,0.006785947,0.08963101,-0.000483502,-0.006037011,0.000389116,3.167904,-0.0268281,2.819431,0.1477369,-0.2215822,-0.218832
11_315.0_1,11,315,1,1.5,-0.013779556,0.002635732,0.089627712,-0.000662083,-0.006420208,-2.13E-05,4.323263,-0.637222,4.089579,-0.07808845,-0.4011885,-0.0839599
9_240_-7,9,240,-7,2,-0.01336756,0.013354692,0.089621057,-0.00068856,-0.005395396,0.000694715,2.434164,-0.3484154,1.939614,0.2311483,-0.2425974,-0.3508633
7_446.25_-5,7,446.25,-5,1.75,-0.00690314,0.007982808,0.089585786,-0.000470792,-0.00614946,0.000456182,3.186133,-0.2422646,2.901314,0.1217622,-0.2056924,-0.2243807
11_367.5_-5,11,367.5,-5,1.75,-0.01361898,0.008574276,0.089579327,-0.000582682,-0.006174542,0.000499553,3.182707,-0.4721091,2.904747,0.17496,-0.2581981,-0.2647142
3_262.5_-1,3,262.5,-1,1.75,-0.003598344,0.006787921,0.089552141,-0.000547766,-0.005974619,0.000367642,3.168105,-0.1064692,2.793512,0.1366513,-0.2504292,-0.2179805
1_427.5_1,1,427.5,1,1.5,4.60E-05,0.002385888,0.089528753,-0.000249728,-0.006884228,-2.25E-05,4.304947,0.02804108,4.373745,-0.1352662,-0.1470053,-0.03711687
7_210.0_5,7,210,5,1.75,-0.010893022,-0.001538313,0.089415469,-0.000801684,-0.005719583,-0.000203927,3.161342,-0.3588288,2.667798,-0.1198504,-0.3660951,0.06998451
9_360.0_1,9,360,1,1.5,-0.010536494,0.001562766,0.089404094,-0.000579891,-0.006711466,-4.60E-05,4.308742,-0.4843998,4.273416,-0.1146916,-0.3464934,-0.01722536
5_472.5_-5,5,472.5,-5,1.75,-0.004040287,0.0077159,0.089379002,-0.000404935,-0.006140641,0.000406431,3.179258,-0.1425976,2.8981,0.0903025,-0.1776158,-0.2107523
7_240_-7,7,240,-7,2,-0.010452223,0.013073773,0.089365319,-0.000659882,-0.005392274,0.000709355,2.426274,-0.2688803,1.937707,0.2366095,-0.233052,-0.3432312
11_306.25_-5,11,306.25,-5,1.75,-0.014124894,0.010190108,0.08932143,-0.000606989,-0.005891665,0.000537753,3.172677,-0.4841079,2.768651,0.2118418,-0.2737014,-0.3347599
9_236.25_1,9,236.25,1,1.75,-0.012780145,0.003712189,0.089266697,-0.000748084,-0.00578931,0.000104602,3.161012,-0.43142,2.707554,0.01981399,-0.3407614,-0.1124773
1_360.0_3,1,360,3,1.5,-0.00023376,0.000295885,0.089205381,-0.000322864,-0.006857794,-0.000153898,4.285087,0.02439589,4.349365,-0.177782,-0.1938058,0.03503582
7_292.5_3,7,292.5,3,1.5,-0.008510798,0.001069222,0.089143937,-0.000620254,-0.006385688,-0.000110305,4.29349,-0.3767447,4.059761,-0.1280113,-0.3786894,-0.01455304
5_240_-7,5,240,-7,2,-0.007672909,0.013072587,0.089086879,-0.000631361,-0.005426554,0.000736701,2.417328,-0.1927377,1.948719,0.2469581,-0.2234973,-0.3433821
3_525.0_-5,3,525,-5,1.75,-0.001236463,0.006933694,0.089051362,-0.00028089,-0.006085956,0.000279643,3.169933,-0.04740284,2.87626,0.01187571,-0.1223583,-0.1723751
11_498.75_-7,11,498.75,-7,1.75,-0.013376117,0.007916159,0.089007375,-0.000645113,-0.006015768,0.0003333,3.171609,-0.4794867,2.849598,0.04408771,-0.2751025,-0.2053202
11_210.0_3,11,210,3,1.75,-0.016155553,0.001304323,0.088984452,-0.000833558,-0.005598603,-0.000100424,3.152386,-0.5471355,2.616188,-0.06901016,-0.3809503,-0.03233378
5_382.5_1,5,382.5,1,1.5,-0.005013975,0.001982045,0.088942332,-0.00045589,-0.006740512,-9.88E-06,4.282593,-0.2169707,4.288412,-0.1055733,-0.2718969,-0.03007816
3_337.5_3,3,337.5,3,1.5,-0.002909388,0.00057219,0.088643325,-0.000430373,-0.006729375,-0.000106297,4.261913,-0.1057356,4.271584,-0.1441764,-0.2593694,0.02222456
1_367.5_-3,1,367.5,-3,1.75,-0.000301032,0.007296427,0.088622263,-0.000280052,-0.006245154,0.00044612,3.140599,0.007064793,2.927612,0.1472649,-0.1271556,-0.2216335
7_315.0_-5,7,315,-5,1.75,-0.008328798,0.009923357,0.088589258,-0.000497629,-0.005822719,0.000563434,3.144855,-0.2789741,2.735562,0.2216749,-0.2255544,-0.3248418
11_262.5_5,11,262.5,5,1.5,-0.014397885,-0.001715825,0.08852151,-0.000744217,-0.00623766,-0.000332654,4.266927,-0.6589464,3.965426,-0.25607,-0.4561557,0.1122685
9_262.5_5,9,262.5,5,1.5,-0.011683456,-0.001592208,0.088494508,-0.000706577,-0.006226535,-0.000287973,4.263502,-0.5277739,3.95677,-0.2283574,-0.4335597,0.1054376
11_405.0_-1,11,405,-1,1.5,-0.012960291,0.003154739,0.088459409,-0.000636956,-0.006595015,6.09E-05,4.26801,-0.6106604,4.208767,-0.07273484,-0.375334,-0.07614673
9_306.25_-5,9,306.25,-5,1.75,-0.011151878,0.010110287,0.08845433,-0.000557355,-0.005821615,0.000551531,3.14086,-0.3787315,2.735307,0.2181117,-0.2520993,-0.3324174
7_420.0_-5,7,420,-5,1.75,-0.007058784,0.008181343,0.088454294,-0.000465659,-0.006072417,0.000482775,3.144777,-0.2446214,2.862276,0.1464285,-0.2052276,-0.2392782
9_525.0_-7,9,525,-7,1.75,-0.010416493,0.007408943,0.088451566,-0.000575769,-0.00592248,0.000276472,3.153153,-0.3769658,2.80803,0.008102906,-0.2457413,-0.1829421
9_382.5_0,9,382.5,0,1.5,-0.010290056,0.002354778,0.08841298,-0.000564904,-0.006616934,1.40E-05,4.262317,-0.4769229,4.216548,-0.08902842,-0.3355134,-0.04729111
3_240_-7,3,240,-7,2,-0.005016793,0.013142595,0.088380025,-0.00059457,-0.005422595,0.000763211,2.396335,-0.1195429,1.94582,0.2567157,-0.2110157,-0.3453438
9_367.5_-5,9,367.5,-5,1.75,-0.01060572,0.008498699,0.088295861,-0.000515761,-0.006059638,0.000508999,3.136825,-0.3652315,2.850672,0.1791123,-0.2293539,-0.2628504
5_210.0_5,5,210,5,1.75,-0.008244888,-0.001437136,0.088280603,-0.000752858,-0.005675453,-0.000176365,3.118629,-0.2645571,2.645442,-0.1072136,-0.343888,0.06646323
5_446.25_-5,5,446.25,-5,1.75,-0.004221433,0.007870902,0.088230013,-0.000402859,-0.006065494,0.000438119,3.137238,-0.1457058,2.859962,0.117324,-0.1781194,-0.2239922
5_360_-7,-5,360,-7,2,0.006770229,0.012959781,0.088197633,-0.000171059,-0.005793016,0.000813135,2.39191,0.2022115,2.080465,0.2471738,-0.06451037,-0.3213694
7_236.25_1,7,236.25,1,1.75,-0.009862884,0.003784928,0.0881827,-0.000711772,-0.00577379,0.000137048,3.120916,-0.3274991,2.699144,0.03400418,-0.3244843,-0.1139527
5_270.0_5,5,270,5,1.5,-0.006247681,-0.001044507,0.088102653,-0.000606427,-0.006293065,-0.000244811,4.238263,-0.2632731,3.994227,-0.204555,-0.3719385,0.08043946
11_337.5_1,11,337.5,1,1.5,-0.013271021,0.0016699,0.088093425,-0.000632157,-0.006554884,-4.20E-05,4.247858,-0.61581,4.17534,-0.1012299,-0.3792889,-0.02850392
5_450.0_-1,5,450,-1,1.5,-0.004268094,0.003621244,0.087930632,-0.000421497,-0.006581661,0.00010728,4.240756,-0.1945268,4.200183,-0.06938555,-0.2479716,-0.08542931
9_210.0_3,9,210,3,1.75,-0.013276576,0.001087256,0.087909773,-0.000797711,-0.005550453,-6.55E-05,3.111871,-0.4457133,2.592707,-0.05427517,-0.3645618,-0.02330221
7_360.0_1,7,360,1,1.5,-0.007657983,0.001847775,0.08786071,-0.000511983,-0.006594435,-1.32E-05,4.232893,-0.3447769,4.197431,-0.09507172,-0.3061365,-0.03077811
9_315.0_1,9,315,1,1.5,-0.010678162,0.002926896,0.087851753,-0.00059477,-0.006320576,1.66E-05,4.235957,-0.4880595,4.025348,-0.0552367,-0.3604392,-0.09702618
5_390_-7,-5,390,-7,2,0.006726126,0.012508917,0.087798068,-0.000118924,-0.005794204,0.000735712,2.383063,0.2007316,2.083457,0.212989,-0.04676402,-0.3049921
7_262.5_5,7,262.5,5,1.5,-0.008918655,-0.001362872,0.08778581,-0.00066357,-0.006201211,-0.000254328,4.226603,-0.393428,3.938835,-0.207928,-0.4074657,0.09492585
7_427.5_-1,7,427.5,-1,1.5,-0.007057392,0.003455447,0.087774567,-0.000484119,-0.006536559,0.00010425,4.23395,-0.3270703,4.171391,-0.0581545,-0.2847823,-0.08438966
1_341.25_-3,1,341.25,-3,1.75,-0.000574547,0.007449225,0.087765201,-0.000308331,-0.006109524,0.00047603,3.109203,-0.000558791,2.862581,0.1694705,-0.1405725,-0.2321716
7_393.75_-5,7,393.75,-5,1.75,-0.007547711,0.008328606,0.087741419,-0.000449031,-0.006027643,0.000500072,3.11773,-0.2591151,2.837581,0.1658677,-0.1992588,-0.2518417
5_405.0_0,5,405,0,1.5,-0.004723189,0.002730197,0.087571876,-0.000419291,-0.006590374,4.84E-05,4.218827,-0.2089764,4.19724,-0.08116781,-0.2484962,-0.05862566
3_427.5_0,3,427.5,0,1.5,-0.001972765,0.003093464,0.087568147,-0.000341121,-0.006636398,6.67E-05,4.217742,-0.0765114,4.226067,-0.08344605,-0.2014598,-0.06776654
5_315.0_-5,5,315,-5,1.75,-0.005645706,0.009691438,0.087560386,-0.000444837,-0.005755354,0.000568683,3.10701,-0.1831962,2.702636,0.2248271,-0.2025512,-0.3172369
3_498.75_-5,3,498.75,-5,1.75,-0.001221012,0.007227623,0.087559724,-0.000284343,-0.005979242,0.000331266,3.116113,-0.04395786,2.824296,0.04729566,-0.1248522,-0.1898307
5_292.5_3,5,292.5,3,1.5,-0.005799045,0.001225547,0.087558624,-0.000550519,-0.006298638,-7.61E-05,4.214069,-0.2451976,4.001837,-0.1082366,-0.3359263,-0.02054213
9_341.25_-5,9,341.25,-5,1.75,-0.010664398,0.008748666,0.087537256,-0.000516534,-0.005925458,0.000535193,3.109525,-0.3650747,2.786451,0.1996218,-0.2311933,-0.276889
5_236.25_1,5,236.25,1,1.75,-0.007026057,0.003871065,0.087516378,-0.000662177,-0.00577106,0.00018019,3.095353,-0.2262992,2.696421,0.0528943,-0.3021609,-0.1153794
1_240_-7,1,240,-7,2,-0.002419792,0.013231078,0.087427878,-0.000546244,-0.005398048,0.000793861,2.368531,-0.04754367,1.935245,0.2675035,-0.1942357,-0.3473365
5_420.0_-5,5,420,-5,1.75,-0.004643568,0.0080251,0.087425332,-0.000393346,-0.006021496,0.00046151,3.106923,-0.157632,2.835848,0.1396262,-0.1750119,-0.2367452
7_306.25_-5,7,306.25,-5,1.75,-0.00832442,0.009955464,0.087396694,-0.000501015,-0.005736068,0.000561457,3.102276,-0.2785321,2.694539,0.2229442,-0.2274396,-0.3275418
5_375.0_5,5,375,5,1.25,-0.005166455,-0.003702278,0.08730503,-0.000424084,-0.006785104,-0.000501675,6.03872,-0.3107185,6.193628,-0.5815574,-0.3594668,0.3384711
11_236.25_0,11,236.25,0,1.75,-0.015249929,0.004932496,0.087296377,-0.000753067,-0.005626939,0.000143983,3.093881,-0.5202398,2.633909,0.03802253,-0.3425064,-0.1560146
1_236.25_1,1,236.25,1,1.75,-0.002108238,0.004535444,0.087253016,-0.000534094,-0.005851648,0.00024291,3.080993,-0.04898945,2.729163,0.08384359,-0.2445242,-0.1417902
3_270.0_5,3,270,5,1.5,-0.003685951,-0.001153974,0.087223851,-0.000556338,-0.006253487,-0.000237824,4.192315,-0.1388845,3.966049,-0.1981665,-0.3419598,0.08359075
3_210.0_5,3,210,5,1.75,-0.005611689,-0.001642364,0.08722221,-0.000698156,-0.005645334,-0.000159544,3.078283,-0.1711087,2.629268,-0.09893453,-0.3192199,0.07258897
5_420_-7,-5,420,-7,2,0.006708651,0.011935019,0.087153389,-6.61E-05,-0.005736867,0.000649181,2.367922,0.1996355,2.066019,0.1751181,-0.0288267,-0.2850554
3_236.25_1,3,236.25,1,1.75,-0.00434044,0.004201084,0.087145654,-0.000613946,-0.005791625,0.000215931,3.079993,-0.1302787,2.704229,0.07007236,-0.280774,-0.128185
9_405.0_-1,9,405,-1,1.5,-0.009982767,0.003248596,0.086983212,-0.000552772,-0.006471828,8.59E-05,4.196163,-0.4673499,4.129363,-0.05594905,-0.3264409,-0.08257142
7_382.5_0,7,382.5,0,1.5,-0.00746561,0.002702139,0.086942235,-0.000496538,-0.006510156,5.04E-05,4.190726,-0.3404242,4.147947,-0.0675203,-0.2954797,-0.06417433
11_360.0_0,11,360,0,1.5,-0.012980503,0.002367973,0.086924031,-0.00061049,-0.006475747,1.32E-05,4.192641,-0.6058424,4.12805,-0.07780695,-0.3637165,-0.05462616
3_382.5_1,3,382.5,1,1.5,-0.002408849,0.002331858,0.0869074,-0.000379352,-0.006585038,1.57E-05,4.182358,-0.09049042,4.186814,-0.09101056,-0.2268023,-0.04714136
1_405.0_1,1,405,1,1.5,-7.67E-05,0.002565128,0.086880856,-0.00025514,-0.006644979,9.38E-06,4.177914,0.02264456,4.221606,-0.1041589,-0.1512053,-0.05299016
9_337.5_1,9,337.5,1,1.5,-0.010318819,0.001860323,0.086818303,-0.000568092,-0.006451517,-5.43E-06,4.185226,-0.4732632,4.108684,-0.07955768,-0.3410962,-0.03773179
3_315.0_3,3,315,3,1.5,-0.003061842,0.000750871,0.086805793,-0.000443943,-0.006473329,-5.92E-05,4.174438,-0.1128547,4.109894,-0.1052045,-0.2691017,0.007990033
9_262.5_-3,9,262.5,-3,1.75,-0.011337408,0.008381856,0.086800407,-0.000628275,-0.005696598,0.000427687,3.078978,-0.3835706,2.671518,0.1677628,-0.2858001,-0.2754713
11_262.5_-3,11,262.5,-3,1.75,-0.014171898,0.008278761,0.086753625,-0.000670065,-0.00570731,0.000395669,3.078615,-0.4842225,2.677303,0.152749,-0.3040682,-0.2713585
1_450.0_0,1,450,0,1.5,0.000947556,0.003651378,0.086736062,-0.000272355,-0.00659189,9.18E-05,4.177024,0.06299874,4.197825,-0.08404289,-0.161042,-0.08390405
1_337.5_3,1,337.5,3,1.5,-0.000383071,0.000558488,0.08667847,-0.000338909,-0.006594976,-0.000109973,4.164487,0.01754728,4.183293,-0.141721,-0.2046338,0.01728838
11_472.5_-7,11,472.5,-7,1.75,-0.012939832,0.008345946,0.08666428,-0.000611037,-0.005834702,0.000398153,3.08792,-0.4625623,2.763173,0.08385312,-0.2614133,-0.2268902
5_306.25_-5,5,306.25,-5,1.75,-0.005680154,0.009759776,0.086657609,-0.000453333,-0.005686386,0.000568551,3.074693,-0.1840154,2.669847,0.2269634,-0.2067179,-0.3210876
7_367.5_-5,7,367.5,-5,1.75,-0.007702542,0.008451597,0.086584765,-0.000443254,-0.005919695,0.000517464,3.075912,-0.2623027,2.784999,0.1828648,-0.1978632,-0.2619039
9_236.25_0,9,236.25,0,1.75,-0.012257475,0.004902515,0.086516184,-0.000717406,-0.005607098,0.00018237,3.064386,-0.4147706,2.623838,0.05505684,-0.3266121,-0.1536917
5_262.5_5,5,262.5,5,1.5,-0.00624331,-0.001028914,0.086475014,-0.000606888,-0.006139184,-0.000229204,4.160239,-0.2635024,3.896753,-0.192131,-0.3728173,0.07798534
5_393.75_-5,5,393.75,-5,1.75,-0.004954458,0.008159579,0.086469044,-0.000383616,-0.005948763,0.000483765,3.071651,-0.1661156,2.799079,0.1594836,-0.1715698,-0.2476358
7_262.5_-3,7,262.5,-3,1.75,-0.008641766,0.008429763,0.086381339,-0.000581748,-0.005653295,0.000449921,3.062759,-0.2877037,2.650245,0.1785858,-0.2653986,-0.2781573
9_498.75_-7,9,498.75,-7,1.75,-0.010116396,0.007883184,0.086351148,-0.000545456,-0.005767714,0.000347551,3.078054,-0.3647583,2.733894,0.05096747,-0.2333796,-0.206047
10_420_-5,-10,420,-5,2,0.014871648,0.01086831,0.086347425,8.14E-05,-0.005972298,0.00056203,2.340269,0.4169527,2.14318,0.1401474,0.01888257,-0.2543463
7_236.25_0,7,236.25,0,1.75,-0.009492554,0.004886821,0.086320136,-0.000686626,-0.00562756,0.000222438,3.056037,-0.3161675,2.632549,0.07352101,-0.3132262,-0.1523676
7_210.0_3,7,210,3,1.75,-0.010462008,0.001079326,0.086308148,-0.000755362,-0.005468152,-3.07E-05,3.052792,-0.3466572,2.553164,-0.03905002,-0.3452352,-0.02275934
3_472.5_-5,3,472.5,-5,1.75,-0.001327226,0.007491123,0.086306828,-0.000291182,-0.005895996,0.000376352,3.070453,-0.04466654,2.782874,0.07980977,-0.1289036,-0.2062952
10_390_-5,-10,390,-5,2,0.014990622,0.011074711,0.086237285,9.25E-06,-0.00592365,0.000628927,2.335961,0.4199352,2.124194,0.1709327,-0.005448648,-0.2644745
5_360.0_1,5,360,1,1.5,-0.004932749,0.002212226,0.086215997,-0.000451099,-0.006485802,2.73E-05,4.152199,-0.2125752,4.12697,-0.07200787,-0.2703222,-0.04772503
3_292.5_3,3,292.5,3,1.5,-0.003281715,0.001355522,0.086067682,-0.00049225,-0.006216211,-5.00E-05,4.13924,-0.1223307,3.946613,-0.09209366,-0.3008375,-0.0268597
10_360_-5,-10,360,-5,2,0.015027276,0.011132978,0.085994692,-6.44E-05,-0.00583281,0.000689098,2.328132,0.4205101,2.090214,0.1991549,-0.03034947,-0.2703994
11_270.0_3,11,270,3,1.5,-0.013795575,0.000557384,0.085925105,-0.000698342,-0.006026569,-0.000148913,4.143558,-0.6342798,3.835072,-0.1427246,-0.4272474,0.004895274
1_270.0_5,1,270,5,1.5,-0.001212529,-0.001398909,0.085871425,-0.000492154,-0.00618644,-0.000244167,4.123614,-0.01767842,3.920201,-0.1987749,-0.3032536,0.09209908
5_262.5_-3,5,262.5,-3,1.75,-0.006049063,0.008362219,0.085774735,-0.00054425,-0.005627616,0.000464907,3.039204,-0.195539,2.63683,0.1858964,-0.2490783,-0.2765895
9_270.0_3,9,270,3,1.5,-0.011115211,0.000707875,0.085748104,-0.000658656,-0.006012077,-0.000109541,4.133115,-0.5041436,3.824503,-0.1184999,-0.4036161,-0.002290886
11_382.5_-1,11,382.5,-1,1.5,-0.012676503,0.003260787,0.085740696,-0.000606852,-0.006360841,8.40E-05,4.137464,-0.5959102,4.059165,-0.04567656,-0.3593275,-0.08968357
9_360.0_0,9,360,0,1.5,-0.010021446,0.002576331,0.085687422,-0.000548175,-0.006368202,4.81E-05,4.131888,-0.463252,4.058604,-0.05721694,-0.3270354,-0.06475008
5_210.0_3,5,210,3,1.75,-0.007894713,0.001152601,0.085678815,-0.000721524,-0.005473435,3.84E-06,3.028148,-0.2545575,2.553828,-0.02473971,-0.3298338,-0.02360565
5_236.25_0,5,236.25,0,1.75,-0.006721978,0.005028103,0.085664673,-0.000635251,-0.005627944,0.000260836,3.030875,-0.2174864,2.631069,0.09002013,-0.2900785,-0.1560556
1_210.0_5,1,210,5,1.75,-0.002986326,-0.001866376,0.085663502,-0.00063816,-0.005577527,-0.000156728,3.020657,-0.07829915,2.595521,-0.09544027,-0.2924295,0.07804206
5_427.5_-1,5,427.5,-1,1.5,-0.004335424,0.003715564,0.085643529,-0.000407678,-0.006388702,0.000127795,4.130572,-0.1962869,4.076487,-0.04315432,-0.2409235,-0.09867416
1_236.25_0,1,236.25,0,1.75,-0.00197064,0.005460091,0.085643346,-0.000533985,-0.005712833,0.000310958,3.025229,-0.0463729,2.666153,0.1153132,-0.245008,-0.1739696
7_341.25_-5,7,341.25,-5,1.75,-0.007800203,0.008604245,0.085628008,-0.000448055,-0.005791396,0.000539503,3.041349,-0.2635291,2.72331,0.2013458,-0.2012739,-0.2725244
11_210.0_1,11,210,1,1.75,-0.015544019,0.003674043,0.085625945,-0.000781019,-0.005333188,6.25E-05,3.034157,-0.528694,2.494383,0.006243385,-0.3569652,-0.116017
3_262.5_5,3,262.5,5,1.5,-0.003718701,-0.001116296,0.085606366,-0.000557021,-0.006099853,-0.000222764,4.114786,-0.1409869,3.868755,-0.186253,-0.3428563,0.08018146
11_315.0_0,11,315,0,1.5,-0.012998975,0.003748938,0.085527928,-0.000602845,-0.006112623,7.35E-05,4.127252,-0.6032679,3.897002,-0.01950716,-0.3639447,-0.1353106
11_498.75_5,11,498.75,5,1.75,-0.012674055,-0.008961385,0.085459307,-0.001276351,-0.008783641,-0.001365624,3.005232,-0.4163413,4.081433,-0.760928,-0.5566695,0.4083823
3_446.25_-5,3,446.25,-5,1.75,-0.001600971,0.007719183,0.085453361,-0.000298609,-0.005849719,0.000413131,3.038496,-0.05137433,2.758121,0.1081309,-0.1331603,-0.2213568
1_525.0_-5,1,525,-5,1.75,0.000892034,0.006557071,0.085414988,-0.000150659,-0.005823201,0.000233327,3.041014,0.03308835,2.751694,-0.002596258,-0.06631769,-0.1638481
5_367.5_-5,5,367.5,-5,1.75,-0.005110332,0.008312422,0.08535857,-0.000384769,-0.005843287,0.000507273,3.031392,-0.1693378,2.747798,0.17894,-0.1729963,-0.2584566
7_337.5_1,7,337.5,1,1.5,-0.007525525,0.002108208,0.085325015,-0.000506221,-0.006339893,2.62E-05,4.111735,-0.3377401,4.036146,-0.0607201,-0.3042145,-0.04951269
3_236.25_0,3,236.25,0,1.75,-0.004099978,0.005207906,0.085304294,-0.000593198,-0.005622241,0.000284672,3.016048,-0.1236303,2.626871,0.1023456,-0.2716665,-0.163905
11_292.5_1,11,292.5,1,1.5,-0.013283006,0.002673546,0.085238653,-0.000643394,-0.006026961,4.15E-06,4.112186,-0.6138298,3.839568,-0.05498842,-0.3911131,-0.08973053
3_306.25_-5,3,306.25,-5,1.75,-0.003213525,0.009540088,0.085203776,-0.000393871,-0.005580857,0.000576301,3.021648,-0.09532674,2.618958,0.2310173,-0.180494,-0.313922
7_525.0_-7,7,525,-7,1.75,-0.00720615,0.007218581,0.085199359,-0.000464356,-0.005635288,0.000278496,3.038739,-0.2643477,2.674005,0.009433559,-0.198837,-0.1786296
3_262.5_-3,3,262.5,-3,1.75,-0.003666352,0.008242411,0.085123132,-0.000486259,-0.005581095,0.000475484,3.01418,-0.1101331,2.61318,0.1915372,-0.223216,-0.2734951
9_292.5_1,9,292.5,1,1.5,-0.01057792,0.002968399,0.085089074,-0.000606658,-0.006002794,3.86E-05,4.103515,-0.4826966,3.823186,-0.03329778,-0.3699968,-0.1058113
3_450.0_-1,3,450,-1,1.5,-0.001517704,0.00376035,0.084991636,-0.000308908,-0.006358773,0.000121856,4.09907,-0.06150045,4.057759,-0.05992507,-0.1819047,-0.09350429
1_292.5_3,1,292.5,3,1.5,-0.000822114,0.001344292,0.084988255,-0.000415314,-0.006160026,-4.51E-05,4.08398,-0.001375558,3.90781,-0.08434662,-0.2544057,-0.02977641
7_405.0_-1,7,405,-1,1.5,-0.006986709,0.003498594,0.084931391,-0.000465533,-0.006302865,0.000119686,4.097037,-0.3224523,4.021731,-0.0358973,-0.2751143,-0.09480015
7_315.0_1,7,315,1,1.5,-0.007685433,0.002661877,0.084882089,-0.000517219,-0.006161103,5.94E-05,4.090899,-0.3441032,3.922655,-0.02948769,-0.3129956,-0.08180262
3_405.0_0,3,405,0,1.5,-0.001975079,0.003196559,0.084881859,-0.000342859,-0.006402262,9.00E-05,4.088725,-0.07570094,4.076978,-0.05711967,-0.2037438,-0.08019512
5_382.5_0,5,382.5,0,1.5,-0.004637791,0.002897431,0.08486128,-0.000413117,-0.006350132,7.71E-05,4.088903,-0.2041594,4.044549,-0.05216363,-0.2460653,-0.07376902
11_236.25_-1,11,236.25,-1,1.75,-0.014739519,0.005986487,0.084806202,-0.000716345,-0.005448342,0.000220721,3.006385,-0.5040169,2.551936,0.0737243,-0.3257339,-0.193022
3_420.0_-5,3,420,-5,1.75,-0.001978293,0.00794522,0.084709827,-0.000300107,-0.00581019,0.000447813,3.010389,-0.06200281,2.736463,0.1344154,-0.1345413,-0.2357177
11_450.0_-3,11,450,-3,1.5,-0.01225624,0.004471861,0.084702484,-0.000621102,-0.006169877,0.000151655,4.093981,-0.5872227,3.951615,-0.04058397,-0.3608276,-0.1232477
7_270.0_3,7,270,3,1.5,-0.008320976,0.001143088,0.0846858,-0.000615408,-0.005964951,-7.62E-05,4.079403,-0.3688136,3.792817,-0.09876253,-0.3773537,-0.02313951
1_315.0_3,1,315,3,1.5,-0.000567383,0.000751388,0.084590634,-0.000358933,-0.006339472,-6.50E-05,4.064804,0.008940703,4.02176,-0.1048701,-0.2180174,0.002918238
11_446.25_-7,11,446.25,-7,1.75,-0.012531781,0.008769058,0.084524085,-0.000581085,-0.005666837,0.000460235,3.011259,-0.446444,2.68271,0.1223447,-0.2497282,-0.2483351
3_210.0_3,3,210,3,1.75,-0.0053771,0.001158197,0.084523225,-0.000670065,-0.005454506,3.78E-05,2.984673,-0.1646076,2.542999,-0.009575846,-0.3066,-0.02350796
1_427.5_0,1,427.5,0,1.5,0.000738631,0.003781666,0.084521072,-0.000276859,-0.006404127,0.000117531,4.07029,0.05433889,4.07766,-0.05462431,-0.1646577,-0.09871938
11_337.5_0,11,337.5,0,1.5,-0.012663696,0.002637611,0.084456216,-0.000593614,-0.006228833,4.89E-05,4.074691,-0.5896919,3.971261,-0.04560948,-0.3554032,-0.0740025
1_262.5_5,1,262.5,5,1.5,-0.001299755,-0.001346076,0.084394498,-0.000495974,-0.006041468,-0.000229267,4.052804,-0.02245763,3.828393,-0.187039,-0.3060395,0.08805174
9_382.5_-1,9,382.5,-1,1.5,-0.009759831,0.00337007,0.084367362,-0.000531572,-0.006245342,0.000109368,4.070549,-0.4554906,3.984795,-0.02957225,-0.3153546,-0.09615176
3_360.0_1,3,360,1,1.5,-0.002404697,0.00253355,0.0843666,-0.000383621,-0.006348027,5.07E-05,4.06077,-0.08956897,4.036558,-0.05892455,-0.2305826,-0.06325491
9_236.25_-1,9,236.25,-1,1.75,-0.011825056,0.005908214,0.084335728,-0.00068802,-0.005448289,0.000256271,2.988324,-0.4008722,2.551189,0.08964586,-0.3133485,-0.1891907
