Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs,,,,,,,
2_360_-2,2,360,-2,3.25,-0.011801621,0.019878574,0.251005674,-0.001944521,-0.015376682,0.001194283,,,,,,,,,,,,,
2_360_-2,2,360,-2,3,-0.008822892,0.018651373,0.224767832,-0.001617396,-0.014207157,0.00111837,,,,,,,,,,,,,
2_360_-2,2,360,-2,2.75,-0.006724542,0.017378621,0.199941137,-0.001306242,-0.01291302,0.001020922,,,,,,,,,,,,,
2_360_-2,2,360,-2,2.5,-0.005035144,0.015413916,0.175110675,-0.001044493,-0.01151441,0.000891359,,,,,,,,,,,,,
2_360_-2,2,360,-2,2.25,-0.003645404,0.012668052,0.149077535,-0.000807037,-0.00996046,0.000731797,,,,,,,,,,,,,
2_360_-2,2,360,-2,2,-0.002552017,0.009972716,0.124662501,-0.000614065,-0.008475985,0.000579693,,,,,,,,,,,,,
2_390_-2,2,390,-2,3.5,-0.013497169,0.023250769,0.292074738,-0.002253132,-0.017942858,0.001398965,,,,,,,,,,,,,
2_390_-2,2,390,-2,3.25,-0.010318259,0.021953208,0.263926826,-0.00190025,-0.016684424,0.001316581,,,,,,,,,,,,,
2_390_-2,2,390,-2,3,-0.008023473,0.020590109,0.236988046,-0.001561728,-0.015286846,0.00121253,,,,,,,,,,,,,
2_390_-2,2,390,-2,2.75,-0.006146964,0.018597755,0.210108717,-0.001272977,-0.013783735,0.001075069,,,,,,,,,,,,,
2_390_-2,2,390,-2,2.5,-0.004571739,0.015712073,0.182171226,-0.001010908,-0.012129339,0.000907581,,,,,,,,,,,,,
2_390_-2,2,390,-2,2.25,-0.003274354,0.012921653,0.156309934,-0.000785697,-0.010552081,0.000750755,,,,,,,,,,,,,
2_390_-2,2,390,-2,2,-0.001994271,0.008901456,0.122224275,-0.000529417,-0.008577136,0.000562036,,,,,,,,,,,,,
2_405_-2,2,405,-2,3.5,-0.012615298,0.024323728,0.298633785,-0.002228847,-0.018640081,0.001463173,,,,,,,,,,,,,
2_405_-2,2,405,-2,3.25,-0.009850981,0.023037393,0.270658407,-0.00187084,-0.017292334,0.001372307,,,,,,,,,,,,,
2_405_-2,2,405,-2,3,-0.007686734,0.021409526,0.242705695,-0.001540666,-0.015777526,0.001247545,,,,,,,,,,,,,
2_405_-2,2,405,-2,2.75,-0.005879565,0.018896785,0.214669184,-0.001257872,-0.014170816,0.0010932,,,,,,,,,,,,,
2_405_-2,2,405,-2,2.5,-0.004381918,0.015710741,0.18515094,-0.000994059,-0.01239575,0.000908325,,,,,,,,,,,,,
2_405_-2,2,405,-2,2.25,-0.003175196,0.01268197,0.157904966,-0.000780289,-0.010736233,0.000738572,,,,,,,,,,,,,
2_405_-2,2,405,-2,2,-0.001822391,0.008885553,0.12279263,-0.000509709,-0.008699195,0.000542545,,,,,,,,,,,,,
2_420_-2,2,420,-2,3.5,-0.011928429,0.025531967,0.306204015,-0.00220533,-0.019358992,0.00153169,,,,,,,,,,,,,
2_420_-2,2,420,-2,3.25,-0.009436969,0.024073347,0.27713197,-0.001839829,-0.017857346,0.001420958,,,,,,,,,,,,,
2_420_-2,2,420,-2,3,-0.007369905,0.022043677,0.248201244,-0.001523614,-0.01624823,0.001275702,,,,,,,,,,,,,
2_420_-2,2,420,-2,2.75,-0.00561528,0.019059754,0.21849702,-0.001238342,-0.014505211,0.001101838,,,,,,,,,,,,,
2_420_-2,2,420,-2,2.5,-0.004155418,0.015721272,0.188714556,-0.000976234,-0.012695863,0.000918537,,,,,,,,,,,,,
2_420_-2,2,420,-2,2.25,-0.002859145,0.012056167,0.158210719,-0.00072996,-0.010860114,0.000744012,,,,,,,,,,,,,
2_420_-2,2,420,-2,2,-0.001677699,0.008838343,0.123769535,-0.000495247,-0.008824189,0.000523921,,,,,,,,,,,,,
2_435_-2,2,435,-2,3.5,-0.011417463,0.026708447,0.313455116,-0.002174202,-0.020014828,0.001592652,,,,,,,,,,,,,
2_435_-2,2,435,-2,3.25,-0.009058589,0.025005303,0.283394259,-0.001815715,-0.018393526,0.001461097,,,,,,,,,,,,,
2_435_-2,2,435,-2,3,-0.00706625,0.022465022,0.253389996,-0.001507457,-0.016688323,0.001299059,,,,,,,,,,,,,
2_435_-2,2,435,-2,2.75,-0.005374776,0.01909903,0.221844221,-0.001217985,-0.014801948,0.001104471,,,,,,,,,,,,,
2_435_-2,2,435,-2,2.5,-0.003995382,0.016131726,0.192995734,-0.000973962,-0.013053028,0.000925068,,,,,,,,,,,,,
2_435_-2,2,435,-2,2.25,-0.002521664,0.011332997,0.15482175,-0.000679469,-0.010830666,0.000722735,,,,,,,,,,,,,
2_435_-2,2,435,-2,2,-0.001548163,0.008768027,0.124871212,-0.000482387,-0.008946104,0.000504506,,,,,,,,,,,,,
2_450_-2,2,450,-2,3.5,-0.01096538,0.027831598,0.320376505,-0.002140411,-0.020624249,0.001646375,,,,,,,,,,,,,
2_450_-2,2,450,-2,3.25,-0.008704011,0.025754346,0.289388294,-0.001796281,-0.018908317,0.00149343,,,,,,,,,,,,,
2_450_-2,2,450,-2,3,-0.006772923,0.022704485,0.257936317,-0.001488271,-0.017079361,0.001313523,,,,,,,,,,,,,
2_450_-2,2,450,-2,2.75,-0.005173416,0.019091459,0.225080257,-0.001199847,-0.015093624,0.001104901,,,,,,,,,,,,,
2_450_-2,2,450,-2,2.5,-0.003853108,0.015718624,0.195011181,-0.00096607,-0.013258675,0.000917184,,,,,,,,,,,,,
2_450_-2,2,450,-2,2.25,-0.002302625,0.011321621,0.155113224,-0.000654133,-0.010958935,0.000699775,,,,,,,,,,,,,
2_450_-2,2,450,-2,2,-0.001424231,0.008696972,0.126016578,-0.0004709,-0.009063526,0.000486271,,,,,,,,,,,,,
2_465_-2,2,465,-2,3.5,-0.010542875,0.028873855,0.327185572,-0.002112979,-0.021206647,0.001691727,,,,,,,,,,,,,
2_465_-2,2,465,-2,3.25,-0.008363578,0.026311029,0.295155755,-0.001778485,-0.01939873,0.00152142,,,,,,,,,,,,,
2_465_-2,2,465,-2,3,-0.006486686,0.022812513,0.261781323,-0.001465566,-0.017418138,0.001319235,,,,,,,,,,,,,
2_465_-2,2,465,-2,2.75,-0.004894887,0.019159539,0.229389132,-0.001180125,-0.015447148,0.001121711,,,,,,,,,,,,,
2_465_-2,2,465,-2,2.5,-0.003513973,0.015330043,0.196194289,-0.000918356,-0.013444757,0.00092165,,,,,,,,,,,,,
2_465_-2,2,465,-2,2.25,-0.002127621,0.011280678,0.156080766,-0.000635908,-0.011098343,0.000678724,,,,,,,,,,,,,
2_465_-2,2,465,-2,2,-0.001298413,0.008634284,0.127199917,-0.000460843,-0.009178217,0.000469118,,,,,,,,,,,,,
2_480_-2,2,480,-2,3.5,-0.010150328,0.029738681,0.333687829,-0.00209092,-0.0217654,0.001728595,,,,,,,,,,,,,
2_480_-2,2,480,-2,3.25,-0.008039666,0.026647828,0.300391785,-0.001759718,-0.019846033,0.001541567,,,,,,,,,,,,,
2_480_-2,2,480,-2,3,-0.006238587,0.022809743,0.265313379,-0.001443546,-0.01773209,0.001320779,,,,,,,,,,,,,
2_480_-2,2,480,-2,2.75,-0.00482202,0.019217522,0.233330955,-0.001192325,-0.015774345,0.00111777,,,,,,,,,,,,,
2_480_-2,2,480,-2,2.5,-0.003112688,0.014068944,0.191334159,-0.000847587,-0.013346936,0.000904368,,,,,,,,,,,,,
2_480_-2,2,480,-2,2.25,-0.001969006,0.011210459,0.157240525,-0.00062022,-0.011235254,0.000657033,,,,,,,,,,,,,
2_480_-2,2,480,-2,2,-0.001164856,0.008568883,0.128416078,-0.000451956,-0.009291221,0.000452251,,,,,,,,,,,,,
2_495_-2,2,495,-2,3.5,-0.009772793,0.030424528,0.339990124,-0.002071539,-0.022303262,0.001760657,,,,,,,,,,,,,
2_495_-2,2,495,-2,3.25,-0.007717335,0.026826941,0.304894068,-0.001736263,-0.020237543,0.001552418,,,,,,,,,,,,,
2_495_-2,2,495,-2,3,-0.006001173,0.022838456,0.268984512,-0.001423228,-0.018061135,0.001324058,,,,,,,,,,,,,
2_495_-2,2,495,-2,2.75,-0.004587298,0.01908324,0.235975425,-0.00117138,-0.01604279,0.001115624,,,,,,,,,,,,,
2_495_-2,2,495,-2,2.5,-0.002835212,0.014051465,0.191254808,-0.0008169,-0.013477942,0.000877597,,,,,,,,,,,,,
2_495_-2,2,495,-2,2.25,-0.001821213,0.011128474,0.158484698,-0.000605908,-0.01136858,0.000635555,,,,,,,,,,,,,
2_495_-2,2,495,-2,2,-0.001007681,0.008510153,0.129655531,-0.000445269,-0.00940249,0.000435912,,,,,,,,,,,,,
2_510_-2,2,510,-2,3.5,-0.00941326,0.030881216,0.345877843,-0.002052091,-0.022804514,0.001786437,,,,,,,,,,,,,
2_510_-2,2,510,-2,3.25,-0.007416277,0.026874987,0.308854678,-0.001711276,-0.020586343,0.001556498,,,,,,,,,,,,,
2_510_-2,2,510,-2,3,-0.005667169,0.023102339,0.274378625,-0.001402756,-0.018493616,0.001349573,,,,,,,,,,,,,
2_510_-2,2,510,-2,2.75,-0.004233896,0.018851594,0.237809466,-0.001125067,-0.016276995,0.001119157,,,,,,,,,,,,,
2_510_-2,2,510,-2,2.5,-0.002627192,0.014018956,0.192153198,-0.000794244,-0.013630138,0.000853849,,,,,,,,,,,,,
2_510_-2,2,510,-2,2.25,-0.001671272,0.011055427,0.159753233,-0.000593101,-0.011496767,0.000615817,,,,,,,,,,,,,
2_510_-2,2,510,-2,2,-0.000828872,0.008455513,0.130925576,-0.000440785,-0.009514103,0.000420208,,,,,,,,,,,,,
2_540_-2,2,540,-2,3.5,-0.00871612,0.031263873,0.355590056,-0.002002184,-0.023647584,0.001810873,,,,,,,,,,,,,
2_540_-2,2,540,-2,3.25,-0.006840155,0.027014804,0.317124429,-0.001663533,-0.021315928,0.001569753,,,,,,,,,,,,,
2_540_-2,2,540,-2,3,-0.005377679,0.022775072,0.280812456,-0.001396136,-0.019088748,0.001334406,,,,,,,,,,,,,
2_540_-2,2,540,-2,2.75,-0.003423281,0.01708049,0.231242075,-0.000998284,-0.016256974,0.001076482,,,,,,,,,,,,,
2_540_-2,2,540,-2,2.5,-0.002263703,0.013863797,0.194668788,-0.000758336,-0.013930806,0.000805401,,,,,,,,,,,,,
2_540_-2,2,540,-2,2.25,-0.001356355,0.010911536,0.16241814,-0.000571791,-0.011748172,0.000577743,,,,,,,,,,,,,
2_540_-2,2,540,-2,2,-0.000336254,0.008438114,0.133436008,-0.000439864,-0.009726512,0.000397711,,,,,,,,,,,,,
2_570_-2,2,570,-2,3.5,-0.008144692,0.031282025,0.363726452,-0.001952301,-0.024378961,0.001813419,,,,,,,,,,,,,
2_570_-2,2,570,-2,3.25,-0.006555667,0.026831361,0.326093635,-0.001671062,-0.022065171,0.00157221,,,,,,,,,,,,,
2_570_-2,2,570,-2,3,-0.004508721,0.020467146,0.2761565,-0.001237159,-0.019172739,0.001333175,,,,,,,,,,,,,
2_570_-2,2,570,-2,2.75,-0.002958377,0.016990785,0.233205649,-0.000948178,-0.016586611,0.001023034,,,,,,,,,,,,,
2_570_-2,2,570,-2,2.5,-0.00191618,0.013699861,0.197437087,-0.000728556,-0.014213833,0.000761092,,,,,,,,,,,,,
2_570_-2,2,570,-2,2.25,-0.000953319,0.010783028,0.165184714,-0.000559182,-0.01199421,0.000541822,,,,,,,,,,,,,
2_570_-2,2,570,-2,2,0.000153078,0.008384084,0.136251397,-0.000439951,-0.009960566,0.000369183,,,,,,,,,,,,,
2_600_-2,2,600,-2,3.5,-0.007510117,0.03233852,0.374949,-0.001925986,-0.025361764,0.001846213,,,,,,,,,,,,,
2_600_-2,2,600,-2,3.25,-0.00582818,0.026669742,0.332261205,-0.001593828,-0.022697346,0.001576297,,,,,,,,,,,,,
2_600_-2,2,600,-2,3,-0.003778788,0.020392909,0.275627408,-0.001164712,-0.019466949,0.001266769,,,,,,,,,,,,,
2_600_-2,2,600,-2,2.75,-0.002557207,0.01680751,0.23604026,-0.000909582,-0.016909618,0.00097032,,,,,,,,,,,,,
2_600_-2,2,600,-2,2.5,-0.001537698,0.013540785,0.200366001,-0.000705232,-0.014489002,0.000719106,,,,,,,,,,,,,
2_600_-2,2,600,-2,2.25,-0.000382849,0.010762552,0.167934342,-0.000557177,-0.01222692,0.000516851,,,,,,,,,,,,,
2_600_-2,2,600,-2,2,0.000591436,0.00823575,0.139153486,-0.000438912,-0.010195916,0.000330918,,,,,,,,,,,,,
2_240_-1,2,240,-1,3.5,-0.014859605,0.008555409,0.205858804,-0.002051365,-0.010052863,0.000322672,,,,,,,,,,,,,
2_240_-1,2,240,-1,3.25,-0.013825906,0.009098603,0.189585472,-0.00183877,-0.009407629,0.00032055,,,,,,,,,,,,,
2_240_-1,2,240,-1,3,-0.012453585,0.00936871,0.176222467,-0.001632258,-0.00898913,0.000395357,,,,,,,,,,,,,
2_240_-1,2,240,-1,2.75,-0.010776714,0.009617268,0.162747453,-0.001414456,-0.00875171,0.000489559,,,,,,,,,,,,,
2_240_-1,2,240,-1,2.5,-0.008601935,0.009033303,0.143356146,-0.001192872,-0.008158065,0.000501875,,,,,,,,,,,,,
2_240_-1,2,240,-1,2.25,-0.006188875,0.00785271,0.120277994,-0.000947997,-0.007237859,0.000470807,,,,,,,,,,,,,
2_240_-1,2,240,-1,2,-0.003990245,0.007008965,0.10063271,-0.000716296,-0.006368855,0.000426526,,,,,,,,,,,,,
2_300_-1,2,300,-1,3.5,-0.017436481,0.015135205,0.25984923,-0.002282718,-0.013837809,0.000760309,,,,,,,,,,,,,
2_300_-1,2,300,-1,3.25,-0.014798016,0.014719634,0.23750015,-0.002014141,-0.013222204,0.000795072,,,,,,,,,,,,,
2_300_-1,2,300,-1,3,-0.011877792,0.013502828,0.210186635,-0.00171616,-0.012249168,0.000783387,,,,,,,,,,,,,
2_300_-1,2,300,-1,2.75,-0.008809183,0.011986898,0.181285124,-0.001411632,-0.011029711,0.000729768,,,,,,,,,,,,,
2_300_-1,2,300,-1,2.5,-0.006208834,0.011070053,0.157654347,-0.00112495,-0.009984252,0.000673329,,,,,,,,,,,,,
2_300_-1,2,300,-1,2.25,-0.004411034,0.010211344,0.1367436,-0.000876477,-0.008914009,0.000601171,,,,,,,,,,,,,
2_300_-1,2,300,-1,2,-0.003004738,0.008885187,0.116371008,-0.000663178,-0.007759148,0.00050513,,,,,,,,,,,,,
2_330_-1,2,330,-1,3.5,-0.016929556,0.017541726,0.278997393,-0.002345235,-0.015731798,0.000968948,,,,,,,,,,,,,
2_330_-1,2,330,-1,3.25,-0.013658405,0.016048863,0.248005872,-0.002010051,-0.014575731,0.000945944,,,,,,,,,,,,,
2_330_-1,2,330,-1,3,-0.010288851,0.014427889,0.216583471,-0.001677276,-0.013230499,0.00088199,,,,,,,,,,,,,
2_330_-1,2,330,-1,2.75,-0.007485018,0.013458075,0.190927032,-0.001363702,-0.012094168,0.000818882,,,,,,,,,,,,,
2_330_-1,2,330,-1,2.5,-0.005485087,0.012519533,0.167851572,-0.001089063,-0.010919692,0.000740514,,,,,,,,,,,,,
2_330_-1,2,330,-1,2.25,-0.003880439,0.011201769,0.145461112,-0.000849267,-0.00966662,0.000638556,,,,,,,,,,,,,
2_330_-1,2,330,-1,2,-0.002632531,0.008990231,0.122162166,-0.000634703,-0.008249117,0.000510636,,,,,,,,,,,,,
2_360_-1,2,360,-1,3.5,-0.015542332,0.018817003,0.288860097,-0.002326364,-0.017094978,0.001123414,,,,,,,,,,,,,
2_360_-1,2,360,-1,3.25,-0.011884454,0.017119883,0.255065472,-0.001965117,-0.015634424,0.001049706,,,,,,,,,,,,,
2_360_-1,2,360,-1,3,-0.008876642,0.016085777,0.227358566,-0.001625146,-0.014404456,0.000979534,,,,,,,,,,,,,
2_360_-1,2,360,-1,2.75,-0.006674881,0.015065694,0.202137878,-0.001324982,-0.013126563,0.000894839,,,,,,,,,,,,,
2_360_-1,2,360,-1,2.5,-0.004864639,0.013737585,0.177655829,-0.001057412,-0.011771058,0.000786539,,,,,,,,,,,,,
2_360_-1,2,360,-1,2.25,-0.003425485,0.011471334,0.152432919,-0.000818011,-0.010257933,0.000650728,,,,,,,,,,,,,
2_360_-1,2,360,-1,2,-0.002364806,0.008879229,0.127961099,-0.000630639,-0.008736206,0.000512242,,,,,,,,,,,,,
2_390_-1,2,390,-1,3.5,-0.013602197,0.020061484,0.296738679,-0.002275735,-0.018241599,0.001233211,,,,,,,,,,,,,
2_390_-1,2,390,-1,3.25,-0.010383798,0.018956225,0.266950413,-0.001909241,-0.016915422,0.001155616,,,,,,,,,,,,,
2_390_-1,2,390,-1,3,-0.00797759,0.017852534,0.239595589,-0.001583984,-0.015534635,0.001064563,,,,,,,,,,,,,
2_390_-1,2,390,-1,2.75,-0.005963376,0.016496274,0.212976567,-0.001288367,-0.014074165,0.000949624,,,,,,,,,,,,,
2_390_-1,2,390,-1,2.5,-0.004321463,0.014249935,0.186004608,-0.001025015,-0.0124839,0.000809699,,,,,,,,,,,,,
2_390_-1,2,390,-1,2.25,-0.003081958,0.01140861,0.159813048,-0.000810523,-0.010835053,0.000661237,,,,,,,,,,,,,
2_390_-1,2,390,-1,2,-0.001762045,0.007974936,0.125657293,-0.000529646,-0.008874863,0.000501397,,,,,,,,,,,,,
2_405_-1,2,405,-1,3.5,-0.012714181,0.021017957,0.302651131,-0.002240077,-0.018915878,0.001289239,,,,,,,,,,,,,
2_405_-1,2,405,-1,3.25,-0.009844663,0.019944915,0.273779243,-0.001889217,-0.017554546,0.00120602,,,,,,,,,,,,,
2_405_-1,2,405,-1,3,-0.007570076,0.018706648,0.245545703,-0.001561711,-0.016064391,0.001099599,,,,,,,,,,,,,
2_405_-1,2,405,-1,2.75,-0.005642521,0.016996566,0.218069576,-0.001273145,-0.014511151,0.000969692,,,,,,,,,,,,,
2_405_-1,2,405,-1,2.5,-0.004083217,0.014298159,0.18942682,-0.00100732,-0.012774805,0.000811425,,,,,,,,,,,,,
2_405_-1,2,405,-1,2.25,-0.002927958,0.01132046,0.16200448,-0.000800506,-0.011061931,0.000654876,,,,,,,,,,,,,
2_405_-1,2,405,-1,2,-0.001567492,0.007989755,0.126359005,-0.000510074,-0.009017925,0.000482233,,,,,,,,,,,,,
2_420_-1,2,420,-1,3.5,-0.012002484,0.022071706,0.309704837,-0.002215613,-0.019627156,0.001347282,,,,,,,,,,,,,
2_420_-1,2,420,-1,3.25,-0.009394532,0.020881987,0.280206312,-0.001865684,-0.018143277,0.001249883,,,,,,,,,,,,,
2_420_-1,2,420,-1,3,-0.007176735,0.01947959,0.251413524,-0.0015424,-0.01657564,0.001128288,,,,,,,,,,,,,
2_420_-1,2,420,-1,2.75,-0.00533553,0.017286424,0.222697197,-0.00125564,-0.014906899,0.000983633,,,,,,,,,,,,,
2_420_-1,2,420,-1,2.5,-0.003796555,0.014590221,0.193744051,-0.000987941,-0.013140943,0.000828117,,,,,,,,,,,,,
2_420_-1,2,420,-1,2.25,-0.00262623,0.011497916,0.164104037,-0.000762948,-0.011315585,0.000656634,,,,,,,,,,,,,
2_420_-1,2,420,-1,2,-0.001413175,0.007963993,0.127494946,-0.000495188,-0.00916437,0.000464227,,,,,,,,,,,,,
2_435_-1,2,435,-1,3.5,-0.011417635,0.023139129,0.31704934,-0.002194467,-0.020315733,0.001402263,,,,,,,,,,,,,
2_435_-1,2,435,-1,3.25,-0.00894637,0.021819592,0.286643405,-0.001841385,-0.018719964,0.001289555,,,,,,,,,,,,,
2_435_-1,2,435,-1,3,-0.006809471,0.020111499,0.257105007,-0.001525674,-0.017065047,0.00115255,,,,,,,,,,,,,
2_435_-1,2,435,-1,2.75,-0.005043837,0.017393203,0.22672015,-0.001235147,-0.015247905,0.00098933,,,,,,,,,,,,,
2_435_-1,2,435,-1,2.5,-0.003739619,0.014004773,0.197558698,-0.001007072,-0.013392856,0.000821343,,,,,,,,,,,,,
2_435_-1,2,435,-1,2.25,-0.002243953,0.010163546,0.159132904,-0.000679715,-0.011201735,0.000648169,,,,,,,,,,,,,
2_435_-1,2,435,-1,2,-0.001269063,0.007917082,0.128769844,-0.000482683,-0.009307454,0.00044621,,,,,,,,,,,,,
2_450_-1,2,450,-1,3.5,-0.010925451,0.024155346,0.323978182,-0.002170105,-0.020952461,0.001450894,,,,,,,,,,,,,
2_450_-1,2,450,-1,3.25,-0.008507593,0.022695778,0.292986972,-0.00181941,-0.019276898,0.001322771,,,,,,,,,,,,,
2_450_-1,2,450,-1,3,-0.006461217,0.020557379,0.262435128,-0.001508692,-0.017521354,0.001171604,,,,,,,,,,,,,
2_450_-1,2,450,-1,2.75,-0.004784384,0.017501124,0.230440408,-0.001218703,-0.015576029,0.000990594,,,,,,,,,,,,,
2_450_-1,2,450,-1,2.5,-0.003536271,0.014079074,0.200016919,-0.000989745,-0.013659656,0.000815638,,,,,,,,,,,,,
2_450_-1,2,450,-1,2.25,-0.001980199,0.010198866,0.159566129,-0.000655152,-0.011353031,0.000625214,,,,,,,,,,,,,
2_450_-1,2,450,-1,2,-0.001121682,0.007858565,0.130103606,-0.000471731,-0.009446142,0.000428243,,,,,,,,,,,,,
2_465_-1,2,465,-1,3.5,-0.010439232,0.025172427,0.330897117,-0.002144139,-0.021575776,0.001495148,,,,,,,,,,,,,
2_465_-1,2,465,-1,3.25,-0.008091604,0.023452331,0.299234139,-0.001800734,-0.019816371,0.00135123,,,,,,,,,,,,,
2_465_-1,2,465,-1,3,-0.006123581,0.020780259,0.267163681,-0.001487532,-0.017926314,0.001183315,,,,,,,,,,,,,
2_465_-1,2,465,-1,2.75,-0.004485801,0.017968608,0.235882038,-0.001211802,-0.016038296,0.001015364,,,,,,,,,,,,,
2_465_-1,2,465,-1,2.5,-0.003220549,0.014279377,0.202632219,-0.000954846,-0.013946613,0.000815943,,,,,,,,,,,,,
2_465_-1,2,465,-1,2.25,-0.001789815,0.01018423,0.160700495,-0.000636681,-0.011516623,0.00060469,,,,,,,,,,,,,
2_465_-1,2,465,-1,2,-0.000970046,0.007804261,0.131470598,-0.000462384,-0.009581009,0.000411172,,,,,,,,,,,,,
2_480_-1,2,480,-1,3.5,-0.009955863,0.026146095,0.337710322,-0.00211947,-0.022178799,0.001533064,,,,,,,,,,,,,
2_480_-1,2,480,-1,3.25,-0.007700142,0.024040738,0.305191444,-0.00178337,-0.020327494,0.001374909,,,,,,,,,,,,,
2_480_-1,2,480,-1,3,-0.005805833,0.020892711,0.271391074,-0.001465824,-0.018288375,0.001188218,,,,,,,,,,,,,
2_480_-1,2,480,-1,2.75,-0.004442927,0.016925684,0.239243541,-0.001223121,-0.016224289,0.000999797,,,,,,,,,,,,,
2_480_-1,2,480,-1,2.5,-0.002800539,0.012612465,0.196681215,-0.000848383,-0.01380285,0.000815441,,,,,,,,,,,,,
2_480_-1,2,480,-1,2.25,-0.001619087,0.01013884,0.162059665,-0.000621168,-0.011678142,0.000584172,,,,,,,,,,,,,
2_480_-1,2,480,-1,2,-0.000812899,0.007745561,0.132884366,-0.000454477,-0.009714868,0.000393663,,,,,,,,,,,,,
2_495_-1,2,495,-1,3.5,-0.009491682,0.027020952,0.344465881,-0.002098492,-0.022765589,0.001565758,,,,,,,,,,,,,
2_495_-1,2,495,-1,3.25,-0.007321045,0.024415572,0.310696806,-0.001763411,-0.020798779,0.001392324,,,,,,,,,,,,,
2_495_-1,2,495,-1,3,-0.005523195,0.021110508,0.275578897,-0.001452861,-0.018669677,0.001190852,,,,,,,,,,,,,
2_495_-1,2,495,-1,2.75,-0.004190763,0.017149647,0.24200681,-0.001198729,-0.016529215,0.000994856,,,,,,,,,,,,,
2_495_-1,2,495,-1,2.5,-0.002442208,0.012676639,0.196697241,-0.000819078,-0.01395622,0.000787685,,,,,,,,,,,,,
2_495_-1,2,495,-1,2.25,-0.001449142,0.010080593,0.163505048,-0.000607654,-0.011835603,0.000563773,,,,,,,,,,,,,
2_495_-1,2,495,-1,2,-0.000646435,0.007674757,0.134361134,-0.000448186,-0.009849611,0.000375381,,,,,,,,,,,,,
2_510_-1,2,510,-1,3.5,-0.009053486,0.027740496,0.350998928,-0.002079739,-0.023328017,0.001593777,,,,,,,,,,,,,
2_510_-1,2,510,-1,3.25,-0.006951524,0.024602809,0.315597831,-0.001738979,-0.021217696,0.001402888,,,,,,,,,,,,,
2_510_-1,2,510,-1,3,-0.005326662,0.021024511,0.281255031,-0.001453915,-0.019076291,0.00120569,,,,,,,,,,,,,
2_510_-1,2,510,-1,2.75,-0.003854159,0.017301674,0.245020759,-0.001165654,-0.016842143,0.000994533,,,,,,,,,,,,,
2_510_-1,2,510,-1,2.5,-0.002210827,0.012679693,0.197780793,-0.00079652,-0.014136075,0.000764528,,,,,,,,,,,,,
2_510_-1,2,510,-1,2.25,-0.001274919,0.010018813,0.165002548,-0.000595796,-0.011988425,0.000543903,,,,,,,,,,,,,
2_510_-1,2,510,-1,2,-0.00048926,0.0075957,0.135945576,-0.00044354,-0.009991273,0.000356069,,,,,,,,,,,,,
2_540_-1,2,540,-1,3.5,-0.008220316,0.028600807,0.362866659,-0.00203711,-0.024345472,0.001632366,,,,,,,,,,,,,
2_540_-1,2,540,-1,3.25,-0.006343455,0.025055205,0.324842396,-0.001716491,-0.02204608,0.001412599,,,,,,,,,,,,,
2_540_-1,2,540,-1,3,-0.0048922,0.020524669,0.28798186,-0.001427867,-0.019670268,0.00119306,,,,,,,,,,,,,
2_540_-1,2,540,-1,2.75,-0.002958398,0.015420885,0.237774036,-0.00100184,-0.016828143,0.000970187,,,,,,,,,,,,,
2_540_-1,2,540,-1,2.5,-0.001814529,0.012582145,0.200738599,-0.000761269,-0.014491615,0.000718437,,,,,,,,,,,,,
2_540_-1,2,540,-1,2.25,-0.000904657,0.009887705,0.168108611,-0.000577045,-0.012287534,0.00050469,,,,,,,,,,,,,
2_540_-1,2,540,-1,2,-0.000204781,0.00743462,0.139414945,-0.000438827,-0.010294532,0.000317977,,,,,,,,,,,,,
2_570_-1,2,570,-1,3.5,-0.00751926,0.02893209,0.372425123,-0.002004026,-0.025197065,0.001638331,,,,,,,,,,,,,
2_570_-1,2,570,-1,3.25,-0.005992168,0.023708864,0.334496917,-0.001712635,-0.022702584,0.001414379,,,,,,,,,,,,,
2_570_-1,2,570,-1,3,-0.004112958,0.018379643,0.284271383,-0.001240089,-0.019838259,0.00121169,,,,,,,,,,,,,
2_570_-1,2,570,-1,2.75,-0.002440172,0.015420737,0.240169251,-0.000952257,-0.017219055,0.000918183,,,,,,,,,,,,,
2_570_-1,2,570,-1,2.5,-0.001410873,0.012447618,0.204005249,-0.000734131,-0.014830074,0.000674192,,,,,,,,,,,,,
2_570_-1,2,570,-1,2.25,-0.000525627,0.009714258,0.171525879,-0.000564959,-0.012596671,0.000462108,,,,,,,,,,,,,
2_570_-1,2,570,-1,2,3.41E-05,0.007258683,0.143139314,-0.000433969,-0.010617718,0.000280258,,,,,,,,,,,,,
2_600_-1,2,600,-1,3.5,-0.007119815,0.02781337,0.384217527,-0.002003441,-0.02598761,0.001655215,,,,,,,,,,,,,
2_600_-1,2,600,-1,3.25,-0.005249863,0.024214544,0.341615097,-0.001645961,-0.023440451,0.001409479,,,,,,,,,,,,,
2_600_-1,2,600,-1,3,-0.003185884,0.018489726,0.283594737,-0.00117152,-0.020174363,0.001143261,,,,,,,,,,,,,
2_600_-1,2,600,-1,2.75,-0.001997633,0.015293623,0.24352498,-0.000915441,-0.017603955,0.000867164,,,,,,,,,,,,,
